WAV D2 the difference between the maximum and minimum values,WAV D3 FFT VMAX,MSE frecuencia,FFT peak2rms,WAV D1 the ratio of the largest absolute value to the root-mean-square (RMS).,FREC MAX WAV D6,WAV D6 FFT VMAX,percentage of energy D1,FFT rms,contrast,WAV D2 the difference between the maximum and minimum values,FREC MAX WAV D6,WAV D3 FFT frec media,WAV D4 the ratio of the largest absolute value to the root-mean-square (RMS).,mode,percentage of energy D3.1,skewness,percentage of energy D4,Valor FFT umbral 10Hz - 20 Hz   ,WAV D2 FFT frec media,Etiqueta
0.551774825939493,0.429897524325303,0.290889603014942,0.0598037698372409,0.339867618148771,0.727272727272727,0.0943269370559256,0.023009708017485,0.743465444987032,0.3305659845795933,0.551774825939493,0.727272727272727,0.736849215980417,0.271143273418574,0.0,0.215094462721672,0.0140200496165449,0.445380062770398,0.620720895960771,0.701281023071751,0.0
0.0455472850475466,0.0837640396670899,0.224113950364202,0.309493185430854,0.0845295438093761,0.757575757575758,0.172342576000699,0.0916996240780441,0.196901421515014,0.041925875111584,0.0455472850475466,0.757575757575758,0.101816478849144,0.082705535302813,0.0,0.0714249461347942,0.0574493759875315,0.584905555048393,0.163572962788073,0.139014440220704,1.0
0.509727696965257,0.287882060397266,0.255740047851341,0.162963727726394,0.350251978460801,0.712121212121212,0.0558576710710231,0.0131100987804121,0.401608019775343,0.762099677271707,0.509727696965257,0.712121212121212,0.404129776222115,0.44476666939822,0.0,0.130916202779067,0.0086650135744714,0.537576181013287,0.36358440525286,0.306999434985477,0.0
0.0427163731979021,0.211531253748127,0.139776712577692,0.66357860877349,0.0607607651729964,0.5,0.0483818916849013,0.0190888599725821,0.333228003229226,0.1313664188662915,0.0427163731979021,0.5,0.153538574160542,0.167121556730627,0.0,0.0106241572523479,0.0336707578275633,0.686323640946722,0.0506441154672226,0.0665157229808335,1.0
0.0292330130592248,0.0753611673140959,0.267758291936872,0.281108458973853,0.0585796683796433,0.954545454545455,0.111548484694866,0.129769618504436,0.146642417543213,0.1584108192543637,0.0292330130592248,0.954545454545455,0.0759701723078603,0.213298411906942,0.0,0.035031382520603,0.0312976682209019,0.684974728471604,0.126499254231061,0.0681457310014005,1.0
0.0529550544306055,0.0176845814965873,0.284877060721099,0.609765365852845,0.221932085611191,0.212121212121212,0.158063267070859,0.19980390145003,0.0332927765543003,0.2301676276569101,0.0529550544306055,0.212121212121212,0.0180831161376993,0.221079974163033,0.0,0.0399382313024294,0.0488079121882706,0.486168257469084,0.0673307752349591,0.0270981471194507,1.0
0.123418901331005,0.046991784385607,0.587284072489073,0.407419348515745,0.324520463785929,0.378787878787879,0.0230985383907492,0.421356185667365,0.0066108451860146,0.1495763215120001,0.123418901331005,0.378787878787879,0.0390791735214382,0.411036166546248,0.0,0.158115156942022,0.0702748188853325,0.446158860860611,0.199400100725363,0.0632680632789958,1.0
0.0382117195581243,0.116935772393512,0.0741321107417781,0.411780788618094,0.0724382064989487,0.636363636363636,0.244832924484419,0.064324118455019,0.346992591394199,0.0232607091436269,0.0382117195581243,0.636363636363636,0.124298304767285,0.208650765600794,0.0,0.0190923323216061,0.1018707095849251,0.488506235960224,0.0516609874023472,0.101927836118622,1.0
0.0417522601044205,0.223781143942118,0.035733350425347,0.400660283430156,0.0839422831374803,0.666666666666667,0.0975328515808537,0.0049863435605551,0.477314911913918,0.1751429514300851,0.0417522601044205,0.666666666666667,0.169028170117708,0.369417517416295,0.0,0.0065979366335469,0.0325737249574729,0.748579805125437,0.0415462528057979,0.0743927184021447,1.0
0.048785484680768,0.0792741294325471,0.355722480498352,0.503368850431443,0.0961043509743733,0.272727272727273,0.0747644282911432,0.153980100812871,0.152095612774107,0.0148569320555315,0.048785484680768,0.272727272727273,0.0999578605434237,0.190415369522996,0.0,0.10965330924198,0.1154197499999134,0.553229554442156,0.127523817259004,0.151726941516646,1.0
0.0276346511925489,0.0314678940108821,0.230051248841219,0.452405505259725,0.102527157350868,0.606060606060606,0.0637586093829884,0.223668575678377,0.0853136199667359,0.0778627796494384,0.0276346511925489,0.606060606060606,0.0418653317729009,0.155354635481086,0.0,0.0440069208460483,0.0460132244557913,0.597291599642726,0.104952157940012,0.0533778603517012,1.0
0.0811244061222708,0.0823959947872646,0.356610483459233,0.433920203485475,0.0887720294259474,0.545454545454545,0.161170782586625,0.109089456987999,0.172889119762632,0.1189922541509755,0.0811244061222708,0.545454545454545,0.123604382350347,0.188924355117809,0.0,0.0972287921067042,0.0451667146061571,0.496291822734568,0.161020994440346,0.155035653227877,1.0
0.0496392444570139,0.0767884664884944,0.266775563009924,0.403389004470551,0.0917036445010461,0.696969696969697,0.185092688386286,0.0996258407341911,0.177482624204776,0.0894430496789435,0.0496392444570139,0.696969696969697,0.0909226344443991,0.190147698794397,0.0,0.0697341760828018,0.0487521682101607,0.755744801962906,0.143231896257903,0.127796515484326,1.0
0.0369217062633798,0.0959625560778604,0.142712274231766,0.543746235422283,0.0756256939202736,0.878787878787879,0.133836622778563,0.0547153392511743,0.36661219058303,0.0767917672514521,0.0369217062633798,0.878787878787879,0.1005708868723,0.0531142304381154,0.0,0.0341272281083125,0.0380497693504058,0.62923966633836,0.0479431903760847,0.155499404155463,1.0
0.0210671275978748,0.189892709283864,0.0405844404339802,0.57077436966607,0.100451563741996,0.636363636363636,0.152224543856065,0.0158985096314294,0.551729716982739,0.1240627508192248,0.0210671275978748,0.636363636363636,0.206841489689245,0.0605593211222699,0.0,0.0096311256990431,0.0170254246947176,0.74781834025839,0.0419037211592713,0.109753174422316,1.0
0.0337754281989076,0.0680270947319922,0.445307720254177,0.293773127333543,0.0955153816112971,0.484848484848485,0.188538586971463,0.188788446591891,0.106520266116375,0.0056108449495084,0.0337754281989076,0.484848484848485,0.0889188266855988,0.16922944986786,0.0,0.0836600754985853,0.1724897378107973,0.560628107919391,0.161678359997508,0.102420880236903,1.0
0.0416154982086899,0.103960342664355,0.151434394537742,0.388593087905645,0.0655208770191895,0.939393939393939,0.120808968652991,0.0907305592993798,0.34802103447922,0.0198776818834403,0.0416154982086899,0.939393939393939,0.132097138022176,0.255185942592715,0.0,0.0234075021193207,0.1052859432622546,0.484271207509734,0.0887587302555407,0.117145199882799,1.0
0.0104169342711088,0.0454744354041746,0.129279293010812,0.426716990385724,0.126748619480617,0.848484848484849,0.0518584403493648,0.055892624959136,0.0984482318580888,0.0962081259007996,0.0104169342711088,0.848484848484849,0.0544513970122038,0.255198634752754,0.0,0.0348948377053104,0.0406784703781172,0.818483511248871,0.0847767744588206,0.047861663984589,1.0
0.117326095140978,0.146142302334948,0.159308776761537,0.312210048188418,0.162714839545072,0.787878787878788,0.0841771418807298,0.102256398578822,0.258194634625619,0.2291732028162559,0.117326095140978,0.787878787878788,0.142383197274484,0.223400765443642,0.0,0.0333297366977499,0.0199915143073476,0.62319240967227,0.0711395552553854,0.110127868503384,1.0
0.0553569545262825,0.153936412519237,0.112176680759599,0.431978188477062,0.108249755360432,0.924242424242424,0.161624642107333,0.0460409194191178,0.34589830671204,0.1432627117235485,0.0553569545262825,0.924242424242424,0.132365743810139,0.269018652036905,0.0,0.0183428787875272,0.0325743844889571,0.646199039665611,0.0806834765659703,0.10112149525372,1.0
0.0828708647812004,0.164895599628751,0.162048664375384,0.284196738102791,0.305924214397649,0.772727272727273,0.166342044399265,0.0567681253567196,0.338542264580314,0.0332890970821982,0.0828708647812004,0.772727272727273,0.143213690256556,0.271620287567769,0.0,0.0229552155327544,0.0941321339471112,0.709067100367166,0.097166396410361,0.113564879562931,1.0
0.0505537906037151,0.0438476794547373,0.143027445510593,0.360461440153023,0.183473039955308,0.424242424242424,0.164224684108863,0.0788022697285112,0.25401615680337,0.0447240194198457,0.0505537906037151,0.424242424242424,0.0786236855040491,0.461556506655171,0.0,0.0336548443918782,0.0769135373040161,0.709792515609451,0.0967668086438255,0.106745285470522,1.0
0.311277016012615,0.351895382794771,0.160790291961532,0.258759107376331,0.275163075071239,0.378787878787879,0.238797505862269,0.009120379958306,0.534726789034862,0.2731378827187222,0.311277016012615,0.378787878787879,0.488119175644376,0.200840436507989,0.0,0.0662569943791984,0.0230899160012759,0.604844874082323,0.243807431953799,0.269487146229817,0.0
0.227956902750361,0.113665041831619,0.63913687995217,0.107124889726721,0.174201037453078,0.333333333333333,0.0585767097918258,0.272581498961896,0.123628734136415,0.0085666891190077,0.227956902750361,0.333333333333333,0.163017988544955,0.271628467037033,0.0,0.267738545736675,0.168450232560116,0.263060800211084,0.822322907306768,0.202315244240437,0.0
0.029263329841818,0.0982743639332639,0.0545958850895241,0.524939074030657,0.123222010465563,0.515151515151515,0.161800832275758,0.0203978810483429,0.475552767264755,0.2189738885325366,0.029263329841818,0.515151515151515,0.121655482332555,0.233100277808226,0.0,0.0118477161730725,0.0147542121891961,0.634913533641468,0.0254518853822355,0.105445010122261,1.0
0.159495139426765,0.152607140359165,0.437364699137554,0.164510367532293,0.216975222043663,0.727272727272727,0.0267037370814121,0.151270770732655,0.239105698513703,0.0476719324679476,0.159495139426765,0.727272727272727,0.260946049345771,0.172308240330107,0.0,0.162910771971569,0.0636712154714345,0.449425226269527,0.405892161579887,0.248336120417238,0.0
0.0894377014468248,0.149005649013559,0.183451423155786,0.481899456069899,0.192752187518581,0.393939393939394,0.10310211375994,0.10709352727425,0.258717344363693,0.1078646714757897,0.0894377014468248,0.393939393939394,0.162783762714473,0.529658118469543,0.0,0.0361531274883396,0.0490321693539526,0.48970647446799,0.0923273574153934,0.113233473150292,1.0
0.587180508340231,0.120109816035589,0.617105005936491,0.130277770036113,0.41668072004661,0.939393939393939,0.0567625491537252,0.575887062537252,0.266158759267901,0.3960566511109518,0.587180508340231,0.939393939393939,0.162616984079646,0.216747700908622,0.0,0.196259669021832,0.018795712755615,0.3190478449244,0.310564382307801,0.314169127828741,1.0
0.027436242263081,0.0611234015284076,0.260723035705909,0.310722009971785,0.0903737449374213,0.636363636363636,0.252588432953652,0.136775255940605,0.159145902398231,0.0864800304816966,0.027436242263081,0.636363636363636,0.0652942077561309,0.286904737078868,0.0,0.0406060975578903,0.0521223961309974,0.561110179867233,0.122302209604022,0.0841426909898522,1.0
0.0453363659144807,0.0798262436015152,0.464819548548136,0.239873106341296,0.153717575644304,0.575757575757576,0.0556891981359269,0.277171685834715,0.106166191380379,0.0081161185144393,0.0453363659144807,0.575757575757576,0.0921717777085595,0.204139988276413,0.0,0.0999145788675291,0.2206863285043266,0.551075843558269,0.230809205410737,0.109890097246201,1.0
0.0524895686457357,0.217773852089545,0.0738596935414598,0.409383406390043,0.0982354183670471,0.636363636363636,0.139370811587995,0.0106202051913499,0.597437155138406,0.0164444310124967,0.0524895686457357,0.636363636363636,0.260755060076796,0.382937342825141,0.0,0.0082643011412386,0.1367278610459367,0.735304282142873,0.0544278277905625,0.10981302168291,1.0
0.0218395187365785,0.103074538668891,0.112518818769237,0.43494999886846,0.0833269295602861,0.681818181818182,0.145504086375089,0.0795004738843018,0.236422185310492,0.1837506207057024,0.0218395187365785,0.681818181818182,0.10175515329579,0.278772159102566,0.0,0.0159830491372593,0.0263848643735109,0.567225240849266,0.0522446077328349,0.0616085378600901,1.0
0.0399207925709732,0.0529255030679846,0.342087020048206,0.341748108576856,0.173450608119423,0.787878787878788,0.211398789881752,0.23389874959734,0.157434235630271,0.0036093365331264,0.0399207925709732,0.787878787878788,0.0604678484024423,0.385752716355923,0.0,0.046253390310249,0.2740706467078266,0.489288763107082,0.120865824353643,0.0857208845963781,1.0
0.0561715369651111,0.0764915126213029,0.149304642623455,0.566476494911684,0.185019430901319,0.939393939393939,0.0937478855592418,0.0741805219143661,0.119448306948895,0.2644401138996915,0.0561715369651111,0.939393939393939,0.0535115515918136,0.160281518035763,0.0,0.0408423065058342,0.0383339124454718,0.638020469726085,0.0738607747849066,0.0649094338339468,1.0
0.0511985178953168,0.223014566823638,0.0783426925475685,0.317573252488975,0.109236911359675,0.909090909090909,0.233223614193521,0.0252448707604735,0.418890490518966,0.0978636602571536,0.0511985178953168,0.909090909090909,0.273492802690004,0.314525136705754,0.0,0.0097934627317026,0.0477341939190646,0.67630971789122,0.110332767384599,0.0777590968647093,1.0
0.0295948781382228,0.219486396457886,0.0739245307549099,0.329295366599336,0.102174833411571,1.0,0.0578306524585045,0.0220532331333985,0.333543594957825,0.5214832247244107,0.0295948781382228,1.0,0.18752863634753,0.221329504603115,0.0,0.0090858358784223,0.0085449166457525,0.789696981121084,0.126031848461887,0.0599046496216229,1.0
0.0600975289553025,0.0766038476973805,0.572599384253929,0.391565745174816,0.0772926628486977,1.0,0.070038589202256,0.270805273564733,0.129694546672242,0.0029330710314814,0.0600975289553025,1.0,0.109254936394463,0.246950837699236,0.0,0.0787728699528414,0.217596780804881,0.526023511782756,0.231686252773616,0.109233134990207,1.0
0.587778278152229,0.251753558936019,0.409339703059675,0.0403812590123966,0.209464265586901,0.151515151515152,0.117060479859227,0.0804070749495156,0.399612033473286,0.152191161481484,0.587778278152229,0.151515151515152,0.423338755512984,0.32834287114059,0.0,0.35778767815787,0.0286201037402568,0.272215498264515,0.917648932818337,0.537195028503213,0.0
0.045206997744667,0.0892087465608463,0.0984404715174516,0.702197184273797,0.204014583343572,0.939393939393939,0.0905279057701184,0.032530162696375,0.346485725633114,0.1353732809307717,0.045206997744667,0.939393939393939,0.143784525570474,0.102668310887857,0.0,0.0316171649348427,0.027658945585475,0.765632408584347,0.0571833486168181,0.13752262101958,1.0
0.0342692193545379,0.113414971483769,0.0439667888526218,0.590063135273384,0.111140356868613,0.939393939393939,0.134370168754515,0.0213829179327838,0.436875260305055,0.083882037258129,0.0342692193545379,0.939393939393939,0.153686608734803,0.247804639801533,0.0,0.0209941293549936,0.048377624049335,0.716949023470991,0.0387279641868187,0.139475328926008,1.0
0.0386815164395885,0.0890458373003537,0.315458495291845,0.355518801247543,0.0727192082669747,0.681818181818182,0.0821318732102288,0.236679448587473,0.117400915712537,0.0162742619065179,0.0386815164395885,0.681818181818182,0.0894538445159241,0.32428381002384,0.0,0.0739068419095726,0.1248889227765486,0.58279870071028,0.121360789146455,0.09892251636757,1.0
0.0341502020520629,0.0588422560176552,0.258884795471987,0.363678709649354,0.0597818200103018,0.924242424242424,0.0599367386133716,0.190947209575498,0.0891147867240157,0.1151347136946287,0.0341502020520629,0.924242424242424,0.0674540923988396,0.309877921543575,0.0,0.0414114031196346,0.0558124090297223,0.603573603299967,0.130012193746548,0.0534742003095721,1.0
0.648050771054667,0.4080207173384,0.438220346371664,0.122287736526448,0.297856937102953,0.696969696969697,0.0354939700268134,0.0798113910130788,0.499295534931197,0.2422957217190428,0.648050771054667,0.696969696969697,0.482008613781358,0.271429062401009,0.0,0.442166242250144,0.0237454712793186,0.191390123168702,0.646500999220628,0.769537324568478,0.0
0.0496100438223828,0.0296825920499308,0.205544764213568,0.558814625027529,0.156219843417808,0.924242424242424,0.175045124520461,0.0557961366490348,0.146312000396404,0.2058352158340689,0.0496100438223828,0.924242424242424,0.0612159474135338,0.152157767952419,0.0,0.0948421848567625,0.0180500667774726,0.584230911751255,0.115562162831582,0.130725761629981,1.0
0.0,0.0454008049720299,0.143692125332369,0.390125397650739,0.0460734396253081,0.727272727272727,0.0103827990294824,0.0321207456127223,0.0,0.0136216610132048,0.0,0.727272727272727,0.043900200481354,0.234765782667769,0.0,0.0259862614916891,0.2229230027379626,0.778456262133705,0.148193388537079,0.0,1.0
0.0398407347318715,0.178684574507211,0.0469778887207294,0.538703912550813,0.0501584736431199,0.878787878787879,0.416834112163068,0.0060189926274676,0.602996570588657,0.2838317610253821,0.0398407347318715,0.878787878787879,0.157874783073406,0.267553635690191,0.0,0.0007174359095579,0.0190903214036859,0.63920737142415,0.0297365690148698,0.0281416002224921,1.0
0.582080517327204,0.173722821165172,0.540786792125786,0.0221558603791516,0.243739219276588,0.636363636363636,0.0428999638084233,0.16203558115706,0.247171501325698,0.1724705228187251,0.582080517327204,0.636363636363636,0.276222798514952,0.262188606755476,0.0,0.424483768448027,0.0562657095272036,0.178035313608895,0.988962134207799,0.412312180906962,0.0
0.0669697422972489,0.148771359374987,0.0424559030039402,0.500617986537172,0.129227191908038,0.772727272727273,0.366883164238954,0.0067604782477631,0.502611559490665,0.3146753235552894,0.0669697422972489,0.772727272727273,0.15818626749029,0.534375219963429,0.0,0.0122669955521031,0.0161806145409158,0.636462668682637,0.0372540758463963,0.112416950079843,1.0
0.499033086766806,0.123315893423931,0.438839943278109,0.0718084734213021,0.376565579166652,0.590909090909091,0.0538482293592134,0.115274486681465,0.196652648741814,0.2564257817642876,0.499033086766806,0.590909090909091,0.221856794970057,0.273701836122264,0.0,0.375492654546695,0.0300197466217539,0.295154165763347,0.674411632825208,0.3572195534723,0.0
0.0789775415175728,0.151900972955257,0.0751853514067764,0.37810770301906,0.113854961910551,0.742424242424242,0.233598788398134,0.0057654212094235,0.178588210568841,1.0,0.0789775415175728,0.742424242424242,0.0912263579583388,0.20303467991367,0.0,0.0119935514827034,0.0131318420968965,0.674828536257015,0.0877638213045158,0.0336230937067311,0.0
0.0475105744130463,0.105199624757159,0.27201323617858,0.309323370763753,0.0725741444366981,1.0,0.182043800331143,0.0974828265340261,0.237439869993768,0.2325481266031306,0.0475105744130463,1.0,0.137501767484331,0.282138789274212,0.0,0.0600212590161729,0.0212535410765259,0.666845695987135,0.107820848988192,0.149251758295279,1.0
0.0343049508600025,0.0694303732935092,0.0823100116545889,0.490392848014855,0.119174225965412,0.727272727272727,0.245671073024358,0.0174536562218082,0.28157114390832,0.1456635384684749,0.0343049508600025,0.727272727272727,0.10169416899355,0.30213483070611,0.0,0.0138947906005263,0.0440475997260321,0.485627353113044,0.0773571552404882,0.0634813284180564,1.0
0.123961328619761,0.127198011554152,0.0829119943162649,0.550819159094134,0.315556936775823,0.803030303030303,0.306698283955155,0.0046955832753807,0.395042129564677,0.3601481397012472,0.123961328619761,0.803030303030303,0.191623879202508,0.0898837466329518,0.0,0.0283126830180314,0.0187673436667508,0.735084169688547,0.132403254116728,0.134713468350026,1.0
0.0257210273129843,0.102472757831549,0.336800144259153,0.270248711164542,0.0348327822462116,0.727272727272727,0.143075479708124,0.195556818447469,0.22294392769487,0.0551557292583011,0.0257210273129843,0.727272727272727,0.13215374282688,0.160754311581232,0.0,0.0332258134008252,0.0623706337972427,0.498925893630786,0.103284617346545,0.099386482440452,1.0
0.0540614315943935,0.0420854608792888,0.580003424115024,0.511902611804547,0.133129167703967,0.666666666666667,0.121405704358735,0.154839442240968,0.0822248022351519,0.087338643638833,0.0540614315943935,0.666666666666667,0.0735685373168371,0.167274644045033,0.0,0.198733492155081,0.049656562941791,0.409250844055299,0.198731148754622,0.147981824119748,1.0
0.121775503708125,0.100087517436864,0.328762296573577,0.311209852734531,0.0699819677057801,0.803030303030303,0.143828572665657,0.0809899851243442,0.132478926153745,0.0708843132988245,0.121775503708125,0.803030303030303,0.14101019576685,0.162699701517029,0.0,0.115585784192285,0.0570514764013761,0.509506722562713,0.262084027458758,0.126391253608213,1.0
0.0550044058597056,0.105365399220306,0.248633520659844,0.416612934285957,0.0635199488458409,0.545454545454545,0.107421990998906,0.0667751628184537,0.375002093262039,0.0058243591052313,0.0550044058597056,0.545454545454545,0.145631867577063,0.0171932282105719,0.0,0.0847224474671478,0.1551581025779072,0.707227472287439,0.118345150934395,0.277514553399447,1.0
0.385280909157135,0.0422051746906098,0.569463434410184,0.217263423956511,0.470212090794927,0.772727272727273,0.119520856339142,0.31034036836495,0.13613654315813,0.097953155011991,0.385280909157135,0.772727272727273,0.0748608511471381,0.260866839180725,0.0,0.300807865536097,0.047696737729267,0.306750971074185,0.441847327261742,0.233742254185602,1.0
0.0389809837304572,0.110362891679871,0.0217507457775577,0.632574409531094,0.0891196226600974,0.96969696969697,0.20493751740098,0.0067180993857303,0.430336913399415,0.1958360340019091,0.0389809837304572,0.96969696969697,0.127861494870289,0.336757070185509,0.0,0.0089288058695562,0.0295231721747552,0.711019412643129,0.062554124398791,0.076168067021463,1.0
0.103766540236695,0.0415838219584661,0.119176323209239,0.575630498144716,0.174666719688429,0.787878787878788,0.124182945538292,0.0485890478752762,0.170502905757875,0.0515732072840724,0.103766540236695,0.787878787878788,0.0809104990171704,0.305981988095147,0.0,0.0733891516027774,0.0765604149327892,0.478171800831696,0.128700313542665,0.125067563847838,1.0
0.270518867424103,0.19857247428184,0.374798728876252,0.197752601563341,0.119525764428693,0.878787878787879,0.140623093720382,0.0624433048080384,0.311925663707799,0.127110518672303,0.270518867424103,0.878787878787879,0.295433358023114,0.178681316682753,0.0,0.259937765031226,0.0264015481205824,0.422538078034681,0.410813899336789,0.377528367068676,0.0
0.0507041217693516,0.0873481288079511,0.167700781916244,0.433517973205135,0.0655230979911897,0.696969696969697,0.119191942571464,0.0367086615504445,0.292263128254818,0.1234877690612592,0.0507041217693516,0.696969696969697,0.122633380358515,0.225941508482118,0.0,0.0294070956869857,0.0295800168084387,0.674906373369915,0.0853638049583787,0.110656177661402,1.0
0.201592396696404,0.0274134579835484,0.221576031272697,0.430465344034558,0.342877085590975,0.803030303030303,0.03069314566265,0.174476803785525,0.0823425152922901,0.1177623903646631,0.201592396696404,0.803030303030303,0.0401830469496824,0.423449537452664,0.0,0.217333465197522,0.0561729684273779,0.368885055013169,0.179633051289067,0.152612513177137,1.0
0.939830118302414,0.319064918306228,0.392465623740209,0.0244118492721572,0.42839717348048,0.575757575757576,0.0177388166279265,0.0823797669146063,0.610353094508654,0.4239560553602272,0.939830118302414,0.575757575757576,0.563347348938184,0.181327355618803,0.0,0.418071073663572,0.0062065716954276,0.269834258633281,0.981787423256552,0.872472136163648,0.0
0.245130243619055,0.221686300296341,0.514337410490458,0.149884859503157,0.102187773897241,0.909090909090909,0.0588991561212527,0.146044444174175,0.418165836379317,0.0171732854483358,0.245130243619055,0.909090909090909,0.395852433424498,0.224228553430096,0.0,0.209137167445403,0.0754796297710103,0.417130959303458,0.39873417210306,0.443259296646193,0.0
0.0657956666297656,0.167873329508439,0.138597977805873,0.271969494164692,0.0872310191808541,0.515151515151515,0.131279109210543,0.0291025193194649,0.562043738380899,0.0155437862777477,0.0657956666297656,0.515151515151515,0.262209689521717,0.260466062746895,0.0,0.0425264928606373,0.086417962945913,0.787494724145722,0.105877343909937,0.257062639775244,1.0
0.647914991524497,0.330795801096648,0.341648236979641,0.060277722200903,0.246024492939521,0.393939393939394,0.0417951777455891,0.0424612959398628,0.556651395593053,0.6450960439557013,0.647914991524497,0.393939393939394,0.625575473434721,0.261648891124274,0.0,0.208768651009163,0.0032390901803275,0.392568678705647,0.539417970132676,0.540992160343569,0.0
0.29582424146068,0.437585496006657,0.166741775294677,0.213683903504623,0.24068289372206,0.878787878787879,0.0918073325215394,0.0071628103753645,0.550868288654772,0.3537385426985131,0.29582424146068,0.878787878787879,0.489585193647605,0.417366750843763,0.0,0.0656669860810024,0.0150942170945424,0.598016974671474,0.189905491452389,0.281169964284292,0.0
0.0870113297651132,0.0664769705900288,0.365612118103083,0.275408415672856,0.16902907646478,0.575757575757576,0.103983571231099,0.140771728505851,0.210314525492773,0.1403896011016625,0.0870113297651132,0.575757575757576,0.105433769762923,0.140169008662807,0.0,0.0806886949730973,0.0314910052859548,0.638380840065239,0.148860175901349,0.160748733502063,1.0
0.0274342876549251,0.03277776139724,0.462681346533754,0.42028201536351,0.0495243906369556,0.681818181818182,0.0624958682918713,0.416205106406081,0.0953188989114775,0.0024290489569953,0.0274342876549251,0.681818181818182,0.0546300610240486,0.273173519771866,0.0,0.0573228217905172,0.3110013422672602,0.40625527529988,0.104679892598314,0.0723254222963328,1.0
