WAV D5 the difference between the maximum and minimum values,Kurtosis frecuencia,perimeter,WAV D2 FFT frec media,percentage of energy D4,TIEMPO CRUCES POR CERO,WAV D2 the difference between the maximum and minimum values,perimeter,Entropia frecuencia,percentage of energy D4,FFT ENERGIA,form,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D3 FFT VMAX,entropy,MSE tiempo,Max. Frecuencia,WAV D5 the difference between the maximum and minimum values,WAV D4 the difference between the maximum and minimum values,Desviacion estandar frecuencia,Etiqueta
0.4065346280325847,0.0210322733611596,0.8400621118012422,0.10112149525372,0.646199039665611,0.243147927563666,0.0553569545262825,0.8400621118012422,0.0,0.646199039665611,0.3782931641956679,0.0131977522792443,0.150711175222986,0.153936412519237,0.1885057557355883,0.732808197229561,0.0825688073394496,0.4065346280325847,0.529021208738715,0.14196660807876,1.0
0.3860893423253225,0.015396217442429,0.7857142857142857,0.113564879562931,0.709067100367166,0.296101741505458,0.0828708647812004,0.7857142857142857,0.0,0.709067100367166,0.3655052308466737,0.0187983264211422,0.2450526401084,0.164895599628751,0.0501865415245219,0.670091423627716,0.0871559633027523,0.3860893423253225,0.552135208725568,0.120954788986914,1.0
0.250777651081862,0.0125402486590721,0.8493788819875776,0.106745285470522,0.709792515609451,0.299039655261887,0.0505537906037151,0.8493788819875776,0.0,0.709792515609451,0.2334346999357274,0.0123037445693382,0.149442889467522,0.0438476794547373,0.0693766068397091,0.753243464937044,0.114678899082569,0.250777651081862,0.561429342447137,0.108818428425188,1.0
0.276144370205354,0.115914828549248,0.7018633540372671,0.269487146229817,0.604844874082323,0.116428451672395,0.311277016012615,0.7018633540372671,0.0,0.604844874082323,0.777494787987053,0.0289754250498756,0.310866476126198,0.351895382794771,0.2588812332494998,0.534892022049176,0.146788990825688,0.276144370205354,0.674401711232267,0.338086206012016,0.0
0.078259618836331,0.0003261590134468,0.4720496894409938,0.202315244240437,0.263060800211084,0.668389533908961,0.227956902750361,0.4720496894409938,0.0,0.263060800211084,0.0303538783094618,0.0728471830330686,0.381325773636209,0.113665041831619,0.0160296801625977,0.793803400034528,0.660550458715596,0.078259618836331,0.158471056928611,0.014855972719733,0.0
0.5137805213752711,0.0751724281653654,0.93944099378882,0.105445010122261,0.634913533641468,0.169955355511563,0.029263329841818,0.93944099378882,0.0,0.634913533641468,0.3075906585538385,0.0045078881737091,0.0395951790193202,0.0982743639332639,0.4424449466370878,0.699201053586667,0.0275229357798165,0.5137805213752711,0.556105950357802,0.271563980125646,1.0
0.1102372874931914,0.0026791668085093,0.5652173913043478,0.248336120417238,0.449425226269527,0.447192183381302,0.159495139426765,0.5652173913043478,0.0,0.449425226269527,0.0951751240607481,0.0512680468913883,0.196512866546163,0.152607140359165,0.0725031000443324,0.818265053205052,0.454128440366973,0.1102372874931914,0.245238314571923,0.0484457202307643,0.0
0.3736664608865367,0.0139951863782903,0.7546583850931677,0.113233473150292,0.48970647446799,0.365602347905379,0.0894377014468248,0.7546583850931677,0.0,0.48970647446799,0.2400616190784799,0.0223279022738724,0.223391558936448,0.149005649013559,0.1142643590031688,0.705332549472255,0.146788990825688,0.3736664608865367,0.568372785411278,0.115156189503104,1.0
0.2095231424976868,0.0035431948675963,0.7437888198757764,0.314169127828741,0.3190478449244,0.45609680997182,0.587180508340231,0.7437888198757764,0.0,0.3190478449244,0.2507242610232161,0.0236264722442481,0.677954985916875,0.120109816035589,0.3268773936139901,0.663232357652838,0.752293577981651,0.2095231424976868,0.282388894189714,0.0562214373678523,1.0
0.2197057507630394,0.0036177555734386,0.798136645962733,0.0841426909898522,0.561110179867233,0.353510003632604,0.027436242263081,0.798136645962733,0.0,0.561110179867233,0.1177917651367715,0.017456760509924,0.0500274011328661,0.0611234015284076,0.1121522625716633,0.911761352441633,0.426605504587156,0.2197057507630394,0.308204018808996,0.0568455951310201,1.0
0.1350842167559103,0.0007326878050991,0.7500000000000001,0.109890097246201,0.551075843558269,0.520127501176835,0.0453363659144807,0.7500000000000001,0.0,0.551075843558269,0.068211059515237,0.0228802447345894,0.0598699242120585,0.0798262436015152,0.0121066171055479,0.923823447718398,0.665137614678899,0.1350842167559103,0.215971485809514,0.0237785281194899,1.0
0.4539685620386751,0.184176327092174,0.7080745341614907,0.10981302168291,0.735304282142873,0.164795213786835,0.0524895686457357,0.7080745341614907,0.0,0.735304282142873,0.4589137062990306,0.0281468683458524,0.129538647546468,0.217773852089545,0.0289005639865829,0.600400585393217,0.0871559633027523,0.4539685620386751,1.0,0.427098547402244,1.0
0.3191922591598771,0.0108936347472259,0.888198757763975,0.0616085378600901,0.567225240849266,0.347116770255759,0.0218395187365785,0.888198757763975,0.0,0.567225240849266,0.2093849025764085,0.0087647822894842,0.096049369256022,0.103074538668891,0.2242230463813899,0.770777664691047,0.0779816513761468,0.3191922591598771,0.37347651772832,0.101184452497253,1.0
0.2837607330520855,0.0020202814923148,0.7500000000000001,0.0857208845963781,0.489288763107082,0.557837742356562,0.0399207925709732,0.7500000000000001,0.0,0.489288763107082,0.1160218749384591,0.0228802447345894,0.115310389569631,0.0529255030679846,0.0077135251494411,0.844974880537244,0.761467889908257,0.2837607330520855,0.315597159951243,0.0416270460274971,1.0
0.3555672003874408,0.0068991056934311,0.8633540372670808,0.0649094338339468,0.638020469726085,0.264362757425881,0.0561715369651111,0.8633540372670808,0.0,0.638020469726085,0.1819215288749676,0.0109960029052651,0.127557893311941,0.0764915126213029,0.1608911719424501,0.904469789290826,0.0779816513761468,0.3555672003874408,0.314612977199947,0.079811640650345,1.0
0.6158879025729148,0.0358034140385091,0.7639751552795031,0.0777590968647093,0.67630971789122,0.260826386049432,0.0511985178953168,0.7639751552795031,0.0,0.67630971789122,0.5164150577719645,0.0212416080870584,0.146169454610616,0.223014566823638,0.1255668708360967,0.614962637146626,0.110091743119266,0.6158879025729148,0.678168887607516,0.186308956312359,1.0
0.3094690096122053,0.0168972801155169,0.8524844720496895,0.0599046496216229,0.789696981121084,0.257838817944443,0.0295948781382228,0.8524844720496895,0.0,0.789696981121084,0.3569336724045398,0.0120097312855181,0.0982362180424929,0.219486396457886,0.5684977774028807,0.660677052833148,0.105504587155963,0.3094690096122053,0.589495296696694,0.126881832295354,1.0
0.1667371100608798,0.0003766295553088,0.6972049689440993,0.109233134990207,0.526023511782756,0.559860328915782,0.0600975289553025,0.6972049689440993,0.0,0.526023511782756,0.0889030086418992,0.0296055842390488,0.137261545931229,0.0766038476973805,0.0068251641797169,0.897451132415793,0.692660550458716,0.1667371100608798,0.233074227362492,0.0161833931944017,1.0
0.1064048677536365,0.0093801549964132,0.422360248447205,0.537195028503213,0.272215498264515,0.514087291247992,0.587778278152229,0.422360248447205,0.0,0.272215498264515,0.2276951563607351,0.0876585147364915,0.37606005282096,0.251753558936019,0.2146004941599124,0.504865569823607,0.362385321100917,0.1064048677536365,0.380828987211664,0.0936407072224668,0.0
0.2173264121361648,0.0319269175786445,0.8618012422360248,0.13752262101958,0.765632408584347,0.172709363735435,0.045206997744667,0.8618012422360248,0.0,0.765632408584347,0.1783688324669616,0.0111393817126241,0.0804532811135641,0.0892087465608463,0.2567921847495888,0.897985655601069,0.055045871559633,0.2173264121361648,0.367312775545996,0.175735979749373,1.0
0.5199724592723419,0.136336646243622,0.7531055900621118,0.139475328926008,0.716949023470991,0.244313577556096,0.0342692193545379,0.7531055900621118,0.0,0.716949023470991,0.5535804708665327,0.0225113263538556,0.0135929377856443,0.113414971483769,0.101187563601238,0.633264891653774,0.0504587155963303,0.5199724592723419,0.619969679725379,0.366964200528,1.0
0.1609918041509007,0.0016419936221092,0.7220496894409938,0.09892251636757,0.58279870071028,0.460149136358374,0.0386815164395885,0.7220496894409938,0.0,0.58279870071028,0.0778269324752341,0.0263298020976025,0.0875140775510876,0.0890458373003537,0.0329221289010261,0.917550813519044,0.58256880733945,0.1609918041509007,0.267829334389643,0.0372008505032347,1.0
0.1687372690707464,0.0029384349772414,0.8276397515527951,0.0534742003095721,0.603573603299967,0.38506700358071,0.0341502020520629,0.8276397515527951,0.0,0.603573603299967,0.0545402359713456,0.0144184557742704,0.121386233498918,0.0588422560176552,0.1073703109548746,0.954635307842032,0.380733944954128,0.1687372690707464,0.293771614707001,0.0508955464712764,1.0
0.1020709138756268,0.0072926886625261,0.468944099378882,0.769537324568478,0.191390123168702,0.513426081165414,0.648050771054667,0.468944099378882,0.0,0.191390123168702,0.3348364701690466,0.0736936841654744,0.310032433256345,0.4080207173384,0.2686466174705717,0.359218575602178,0.422018348623853,0.1020709138756268,0.343567918313046,0.0821543310052828,0.0
0.233357181629794,0.0036159390032237,0.6521739130434783,0.130725761629981,0.584230911751255,0.285014920148893,0.0496100438223828,0.6521739130434783,0.0,0.584230911751255,0.1047946436126045,0.0361130975586565,0.0441767712017809,0.0296825920499308,0.3315083296183936,0.862353855834515,0.353211009174312,0.233357181629794,0.257867911282872,0.0568304649574169,1.0
0.0462246217198199,0.0001370437591718,0.4068322981366459,0.0,0.778456262133705,0.197655347905213,0.0,0.4068322981366459,0.0,0.778456262133705,0.001209865065629,0.0929129037374892,0.115604960525257,0.0454008049720299,0.0208111041857972,0.845980396263679,0.142201834862385,0.0462246217198199,0.15288980516118,0.008667628221661,1.0
0.6627956367326217,0.0762964847442411,0.8944099378881988,0.0281416002224921,0.63920737142415,0.106800939650508,0.0398407347318715,0.8944099378881988,0.0,0.63920737142415,0.9554338203257308,0.008224838179125,0.400307149319592,0.178684574507211,0.3494756849660208,0.569553088100031,0.0321100917431193,0.6627956367326217,0.835984469868332,0.273613477235496,1.0
0.0577643115118161,0.0015976539085262,0.3400621118012423,0.412312180906962,0.178035313608895,0.680924637438176,0.582080517327204,0.3400621118012423,0.0,0.178035313608895,0.2239376195193732,0.1199813292041474,0.557718443368575,0.173722821165172,0.1492054848498225,0.576460696167509,0.458715596330275,0.0577643115118161,0.202047984337715,0.036650215733842,0.0
0.5337407518675195,0.291469076895238,0.8695652173913043,0.112416950079843,0.636462668682637,0.159221128108752,0.0669697422972489,0.8695652173913043,0.0,0.636462668682637,0.6999627085635909,0.0104271993911614,0.16621422672762,0.148771359374987,0.4163361548291784,0.527099487361804,0.0412844036697248,0.5337407518675195,0.981378854608159,0.538217565205114,1.0
0.1726050718431644,0.0012587171048745,0.4968944099378881,0.3572195534723,0.295154165763347,0.384014860030692,0.499033086766806,0.4968944099378881,0.0,0.295154165763347,0.1593910359600735,0.066405861299006,0.50321261886495,0.123315893423931,0.2248010356316632,0.514636835853984,0.435779816513761,0.1726050718431644,0.249865298948063,0.0321623243485797,0.0
0.4197328362714364,0.033539690994791,0.8680124223602483,0.0336230937067311,0.674828536257015,0.0920532964695201,0.0789775415175728,0.8680124223602483,0.0,0.674828536257015,0.3000103010519234,0.0105686981650924,0.356738237227349,0.151900972955257,0.4460413075542829,0.79609429479351,0.0642201834862385,0.4197328362714364,0.469420051665436,0.18020863094498,0.0
0.1779900878501842,0.0042591129335673,0.7360248447204969,0.149251758295279,0.666845695987135,0.377567273032107,0.0475105744130463,0.7360248447204969,0.0,0.666845695987135,0.2107437073319373,0.0245753204267252,0.062990082282843,0.105199624757159,0.2945751175261172,0.830605300271864,0.321100917431193,0.1779900878501842,0.410725258181009,0.0619696925448131,1.0
0.5077236351282263,0.019338513003062,0.7888198757763976,0.0634813284180564,0.485627353113044,0.147361472042921,0.0343049508600025,0.7888198757763976,0.0,0.485627353113044,0.2734828151915133,0.0184593195556338,0.132904265390862,0.0694303732935092,0.1429185608464933,0.704296705262952,0.073394495412844,0.5077236351282263,0.450474669106042,0.13598485290429,1.0
0.4095445092305831,0.357430705644861,0.8198757763975155,0.134713468350026,0.735084169688547,0.0324301993867758,0.123961328619761,0.8198757763975155,0.0,0.735084169688547,0.4690429579415917,0.0151985964845474,0.187897441493611,0.127198011554152,0.3336412110375419,0.475790149320168,0.0504587155963303,0.4095445092305831,0.52363081506361,0.59640273198222,1.0
0.1679799083388786,0.001355737342428,0.7857142857142857,0.099386482440452,0.498925893630786,0.400855203632989,0.0257210273129843,0.7857142857142857,0.0,0.498925893630786,0.0845657842166596,0.0187983264211422,0.0821324134652225,0.102472757831549,0.1042729646051338,0.965195007209045,0.674311926605505,0.1679799083388786,0.228997185582623,0.0335024309394449,1.0
0.1641637994236457,0.000206833591403,0.8726708074534162,0.147981824119748,0.409250844055299,0.403447769995462,0.0540614315943935,0.8726708074534162,0.0,0.409250844055299,0.0493321187992128,0.0101455922543888,0.0202481151059763,0.0420854608792888,0.107652818193616,0.96561935826522,0.527522935779817,0.1641637994236457,0.162764045932105,0.0112539814887698,1.0
0.1391862445360814,0.0010880245896073,0.7686335403726708,0.126391253608213,0.509506722562713,0.257823806578862,0.121775503708125,0.7686335403726708,0.0,0.509506722562713,0.0914920170331267,0.0207074533772093,0.245469867106944,0.100087517436864,0.0920297055053534,0.926626859574358,0.302752293577982,0.1391862445360814,0.22812395582533,0.029673969361145,1.0
0.1619602009073737,0.0070300325187333,0.8742236024844721,0.277514553399447,0.707227472287439,0.263749007021704,0.0550044058597056,0.8742236024844721,0.0,0.707227472287439,0.2041734163394691,0.0100054793448205,0.0367096785037694,0.105365399220306,0.0262420889774089,0.935772551325621,0.298165137614679,0.1619602009073737,0.24606022441206,0.0805981780818286,1.0
0.1894504139669098,0.0006786219877433,0.8509316770186335,0.233742254185602,0.306750971074185,0.384836847179143,0.385280909157135,0.8509316770186335,0.0,0.306750971074185,0.09493810982027,0.0121564915224261,0.587503224334639,0.0422051746906098,0.1179959514242439,0.853450262504152,0.692660550458716,0.1894504139669098,0.191498041526255,0.0227663496409896,1.0
0.5947704935856213,0.359615984129971,0.8183229813664595,0.076168067021463,0.711019412643129,0.133692373755605,0.0389809837304572,0.8183229813664595,0.0,0.711019412643129,0.5399257070626398,0.0153562510317621,0.136687335636785,0.110362891679871,0.2199470155296792,0.595673529949943,0.0229357798165138,0.5947704935856213,0.799045238177122,0.598234122863783,1.0
0.306573696476473,0.012176694668224,0.6987577639751553,0.125067563847838,0.478171800831696,0.286130438427362,0.103766540236695,0.6987577639751553,0.0,0.478171800831696,0.1298192930707824,0.0293946886185822,0.226289464432768,0.0415838219584661,0.0670020849946113,0.799615145303788,0.114678899082569,0.306573696476473,0.315487104923848,0.107178182272217,1.0
0.1333309950135955,0.0029629969370397,0.6288819875776398,0.377528367068676,0.422538078034681,0.31129816467865,0.270518867424103,0.6288819875776398,0.0,0.422538078034681,0.1491829453714971,0.0398055497006362,0.267318674262395,0.19857247428184,0.2105391722278066,0.813522563308064,0.330275229357798,0.1333309950135955,0.26578535687242,0.0511219486199442,0.0
0.3431981547764329,0.0060398259428024,0.9006211180124224,0.110656177661402,0.674906373369915,0.21812689364454,0.0507041217693516,0.9006211180124224,0.0,0.674906373369915,0.133599012321831,0.0076917657158537,0.130404346562007,0.0873481288079511,0.2195429209516207,0.797124194441436,0.128440366972477,0.3431981547764329,0.381527704611254,0.074453165924922,1.0
0.158127853002078,0.0026881285466771,0.7562111801242236,0.152612513177137,0.368885055013169,0.449181189320765,0.201592396696404,0.7562111801242236,0.0,0.368885055013169,0.0494195712049016,0.0221451631139465,0.380922000932424,0.0274134579835484,0.0885984722845896,0.888527751569727,0.463302752293578,0.158127853002078,0.230371042136921,0.0485323195815784,1.0
0.1449766720485797,0.015715620716278,0.610248447204969,0.872472136163648,0.269834258633281,0.435692112676772,0.939830118302414,0.610248447204969,0.0,0.269834258633281,0.4766166077996878,0.0429401164583233,0.439985564922164,0.319064918306228,0.6074531209231183,0.374374775964653,0.389908256880734,0.1449766720485797,0.409753429704002,0.122239351336682,0.0
0.1651354964683249,0.0028871473033423,0.5248447204968943,0.443259296646193,0.417130959303458,0.506957833850281,0.245130243619055,0.5248447204968943,0.0,0.417130959303458,0.2461955050286073,0.0597966524704965,0.223608455507372,0.221686300296341,0.0606821204838502,0.812007747740016,0.426605504587156,0.1651354964683249,0.336452902166941,0.0504197400198617,0.0
0.1789028309622161,0.027394648506565,0.8478260869565216,0.257062639775244,0.787494724145722,0.163664620937035,0.0657956666297656,0.8478260869565216,0.0,0.787494724145722,0.1947842575141973,0.0124514929126403,0.0716107819429579,0.167873329508439,0.0532703664618006,0.899335827554151,0.0963302752293578,0.1789028309622161,0.55474590445865,0.162523438125829,1.0
0.1768560267338091,0.0153156329439949,0.8245341614906833,0.540992160343569,0.392568678705647,0.485381097418988,0.647914991524497,0.8245341614906833,0.0,0.392568678705647,0.4051093130041791,0.0147288968773439,0.507701399650861,0.330795801096648,0.8274759977911762,0.379337355205826,0.321100917431193,0.1768560267338091,0.549094279938644,0.12062859987361,0.0
0.2750013221682311,0.0562014303158906,0.8043478260869565,0.281169964284292,0.598016974671474,0.184850947818069,0.29582424146068,0.8043478260869565,0.0,0.598016974671474,0.8179549134148014,0.016800183876328,0.294696867358709,0.437585496006657,0.3852334324207597,0.494388760264397,0.151376146788991,0.2750013221682311,0.864822593043098,0.234325804733987,0.0
0.1889878016207274,0.0031144974396283,0.8307453416149068,0.160748733502063,0.638380840065239,0.330789435785663,0.0870113297651132,0.8307453416149068,0.0,0.638380840065239,0.076623481401803,0.014110142415294,0.148019821339074,0.0664769705900288,0.1957724144624461,0.949281347016013,0.422018348623853,0.1889878016207274,0.263124291458489,0.052498233360549,1.0
