WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,kurtosis tiempo,x_center_mass,MSE tiempo,Energía de las componentes de la senal,72 WAV D4 (RMS) root-mean-square ,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,percentage of energy D1,Tiempo en alcanzar el pico maximo en frecuencia,WAV A6 the difference between the maximum and minimum values,Peak2peak tiempo,percentage of energy A6,Valor FFT umbral 10Hz - 20 Hz   ,WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).,percentage of energy D3,solidity,RMS tiempo,WAV D4 FFT frec media,Media frecuencia,TIEMPO CRUCES POR CERO,Etiqueta
0.0623374747565869,0.0105695433825835,0.6354166666666654,0.938003679398667,0.0888170086979146,0.229679346089047,0.31709144045761,0.188788446591891,0.129251700680272,0.1869688832424505,0.0779784807133106,0.0785918098321474,0.161678359997508,0.211835224073251,0.162052024327244,0.0,0.1177587758484212,0.160603456992265,0.0259752562256752,0.431558596697125,1.0
0.112670133072233,0.02390052989578,0.5455729166666666,0.774771239699856,0.488968106664769,0.39532476344491,0.154334363613355,0.0907305592993798,0.115646258503401,0.0475990737077493,0.3258128139975921,0.0068386403583935,0.0887587302555407,0.432669542994071,0.079103591821991,0.0,0.3951819950361585,0.302031253614365,0.1777464556751369,0.390986725220998,1.0
0.0884286598546046,0.0226066211848058,0.6822916666666674,0.776449376758114,0.369266335042166,0.253621133891812,0.156012271622058,0.055892624959136,0.122448979591837,0.0400687032559016,0.0717765781207067,0.0199320100798564,0.0847767744588206,0.218939513135765,0.0847677308215451,0.0,0.0938137506905432,0.164691181183167,0.0312030809103416,0.307983270385819,1.0
0.375744142429901,0.0254593027593574,0.54296875,0.747817313064362,0.294566963595722,0.425621483280435,0.21902044082661,0.102256398578822,0.108843537414966,0.0825029843880928,0.3359643516076505,0.0065126816118045,0.0711395552553854,0.286766720166588,0.177079936747456,0.0,0.3635933957885305,0.266199162332717,0.2247059374390662,0.393516776587055,1.0
0.150711175222986,0.0225208562806684,0.50390625,0.732808197229561,0.287535552827739,0.540392167600961,0.154405214988875,0.0460409194191178,0.122448979591837,0.0804582715402381,0.4573998629942287,0.0198655624446704,0.0806834765659703,0.691605442466557,0.0970250482385572,0.0,0.498845910769346,0.307845931742435,0.2153872921659158,0.243147927563666,1.0
0.2450526401084,0.0224920899629251,0.4713541666666656,0.670091423627716,0.360790415399547,0.555981874195944,0.184614930964959,0.0567681253567196,0.108843537414966,0.1241943462148188,0.3674584096786065,0.0086058973413792,0.097166396410361,0.537522132805989,0.116299077766543,0.0,0.4875030401183849,0.38340660838751,0.2172660703888335,0.296101741505458,1.0
0.149442889467522,0.0338451730838627,0.5013020833333334,0.753243464937044,0.352309551442099,0.444752347115799,0.109090641024748,0.0788022697285112,0.122448979591837,0.1590119055426736,0.3853103612386317,0.0120076967627698,0.0967668086438255,0.244181801598352,0.0391725142512771,0.0,0.3505497256625408,0.260037014135293,0.1306339892666414,0.299039655261887,1.0
0.310866476126198,0.0152925893150292,0.3177083333333327,0.534892022049176,0.140865310008439,0.798888647868273,0.373425655815485,0.009120379958306,0.129251700680272,0.1262010936797586,0.3646679440692359,0.0044109347879265,0.243807431953799,0.915051810976371,0.478915196912543,0.0,0.8681316140621237,0.494242659693369,0.7062476548853776,0.116428451672395,0.0
0.381325773636209,0.0362531583783326,0.3854166666666658,0.793803400034528,0.0736342327384043,0.165155075791847,0.627504422067787,0.272581498961896,0.129251700680272,0.137088182515311,0.2235510043051143,0.0685647930836569,0.822322907306768,0.27864559487823,0.413199879835495,0.0,0.143220986001038,0.118168525294871,0.0455572191355721,0.668389533908961,0.0
0.0395951790193202,0.024345777007323,0.5013020833333334,0.699201053586667,0.339051155163732,0.655421552827966,0.124132019456689,0.0203978810483429,0.142857142857143,0.1050534762044662,0.5749337088444648,0.002546632334316,0.0254518853822355,0.290547701400945,0.0428714947224214,0.0,0.6557507709562562,0.379749168715623,0.3887810115961223,0.169955355511563,1.0
0.196512866546163,0.0242238581255214,0.3281249999999993,0.818265053205052,0.10839216139535,0.311100127241608,0.511728769467235,0.151270770732655,0.102040816326531,0.1055731138938914,0.2752989104822008,0.0093599286351379,0.405892161579887,0.429914884866769,0.427190431811845,0.0,0.288225010024585,0.232418597878396,0.1032898967937997,0.447192183381302,0.0
0.223391558936448,0.040352924115229,0.4973958333333322,0.705332549472255,0.302829790630367,0.402473465433136,0.23832109270022,0.10709352727425,0.102040816326531,0.0508285400959319,0.5080093237407628,0.0017101215327226,0.0923273574153934,0.480654691264944,0.221338044067173,0.0,0.4029534902718472,0.247883667590225,0.1917674756800454,0.365602347905379,1.0
0.677954985916875,0.0664650256470234,0.6054687499999999,0.663232357652838,0.0783568846833965,0.340207060285024,0.734263929974268,0.575887062537252,0.122448979591837,0.089854718134831,0.6700266702647953,0.0030838904199831,0.310564382307801,0.310875095892381,0.168157358604044,0.0,0.4339636267340792,0.206936234533767,0.2091591345728017,0.45609680997182,1.0
0.0500274011328661,0.0142031151216072,0.5729166666666655,0.911761352441633,0.157321628450435,0.3101239601731,0.137622039446606,0.136775255940605,0.122448979591837,0.1203988211960378,0.22427166598004,0.0077785607386192,0.122302209604022,0.180721223079574,0.058974755704884,0.0,0.2344202407119391,0.174297535706431,0.0747055897043369,0.353510003632604,1.0
0.0598699242120585,0.0126689728835706,0.4934895833333333,0.923823447718398,0.0846003355992076,0.254955972491578,0.361677432935897,0.277171685834715,0.122448979591837,0.0764819852307064,0.1435218252146164,0.0055661762963107,0.230809205410737,0.413229574415892,0.185747656013825,0.0,0.1626323015578819,0.152279877990418,0.0468665560288626,0.520127501176835,1.0
0.129538647546468,0.0314468043300807,0.4244791666666657,0.600400585393217,0.467315885352289,0.842642316727449,0.206349511883168,0.0106202051913499,0.115646258503401,0.0548149929707708,0.8938570893493615,0.0023949671845341,0.0544278277905625,0.485460184318447,0.130137472877828,0.0,0.8213420972277238,0.570899574073222,0.4937273549472608,0.164795213786835,1.0
0.096049369256022,0.0152919376409499,0.5078124999999989,0.770777664691047,0.209843244564369,0.377414598463848,0.134265404338152,0.0795004738843018,0.102040816326531,0.0853912243074128,0.1946796459139937,0.0127486673339267,0.0522446077328349,0.238921522096746,0.0988245333573232,0.0,0.3237363644982042,0.232266576439731,0.1294821361942198,0.347116770255759,1.0
0.115310389569631,0.024480298068266,0.55078125,0.844974880537244,0.262048083081095,0.267392614047664,0.220698758380837,0.23389874959734,0.108843537414966,0.1755169090968585,0.218629280056186,0.0155592451866464,0.120865824353643,0.274543730625304,0.0562001809198073,0.0,0.2033486040651428,0.163929725115793,0.0597120065638331,0.557837742356562,1.0
0.127557893311941,0.0129670577332648,0.5052083333333323,0.904469789290826,0.0616796638298818,0.388379929922678,0.175841814273435,0.0741805219143661,0.115646258503401,0.1010037936444616,0.317474396629149,0.0093153327096277,0.0738607747849066,0.262937812283772,0.0805373085303096,0.0,0.3088377091572876,0.165410948912496,0.1092615544938656,0.264362757425881,1.0
0.146169454610616,0.028752969869318,0.4374999999999991,0.614962637146626,0.286297368664174,0.685010503994299,0.280279031555892,0.0252448707604735,0.19047619047619,0.0998663371246079,0.6166697665660688,0.0055701987392787,0.110332767384599,0.382704432136376,0.26413434411581,0.0,0.6666384556954094,0.43634006551756,0.3421724078025256,0.260826386049432,1.0
0.0982362180424929,0.0215796020002932,0.5533854166666666,0.660677052833148,0.191383924562609,0.651029505212387,0.213146329386816,0.0220532331333985,0.102040816326531,0.0693851760331508,0.4386191707840842,0.0018658605906195,0.126031848461887,0.565561031868965,0.20976097304834,0.0,0.5626253449415893,0.382696123898903,0.2348093654009832,0.257838817944443,1.0
0.137261545931229,0.0164140839515726,0.5026041666666656,0.897451132415793,0.101164704555852,0.254009513829194,0.331467716959813,0.270805273564733,0.102040816326531,0.1257189756143744,0.1400278601440976,0.0160387377205259,0.231686252773616,0.225865716129353,0.194525286168056,0.0,0.1697279863903729,0.157458014299125,0.0390352988640823,0.559860328915782,1.0
0.37606005282096,0.0651078454643557,0.2630208333333328,0.504865569823607,0.158380952538708,0.359012707474827,0.600657893928529,0.0804070749495156,0.251700680272109,0.1335708777001627,0.7862362021980197,0.0023197570430392,0.917648932818337,0.456668670979771,0.523167084017944,0.0,0.5246911579183888,0.274436797386605,0.3052315727384258,0.514087291247992,0.0
0.0804532811135641,0.0121652324895144,0.5247395833333333,0.897985655601069,0.266340473557001,0.515999206479544,0.124132019456689,0.032530162696375,0.102040816326531,0.2221796138805285,0.259543504620314,0.0292307771595167,0.0571833486168181,0.373333709671043,0.0859472485772294,0.0,0.412235239297457,0.332555942985115,0.2333884869496681,0.172709363735435,1.0
0.0135929377856443,0.0305200850106451,0.48828125,0.633264891653774,0.399723520038968,0.674950627283723,0.177062501970938,0.0213829179327838,0.115646258503401,0.0897380423583291,0.6183676642202574,0.0036390198600715,0.0387279641868187,0.474547767229045,0.0747309015869466,0.0,0.6292543699395671,0.422787208393902,0.326266023034295,0.244313577556096,1.0
0.0875140775510876,0.0147823535554491,0.5794270833333333,0.917550813519044,0.143312234796692,0.248610724919783,0.308810429977749,0.236679448587473,0.115646258503401,0.1143028734812438,0.1324790259879239,0.0213410047760561,0.121360789146455,0.479955210007724,0.180222574370486,0.0,0.1423327269049181,0.155343696832114,0.0438130244632321,0.460149136358374,1.0
0.121386233498918,0.0097286107643046,0.53515625,0.954635307842032,0.056361390029237,0.286476917185007,0.26265669723651,0.190947209575498,0.115646258503401,0.1217543321359962,0.1275442619744131,0.0056057319886997,0.130012193746548,0.229869959849539,0.139469906943167,0.0,0.188271916180949,0.140871203149755,0.0786589728239026,0.38506700358071,1.0
0.310032433256345,0.0627943351855019,0.184895833333333,0.359218575602178,0.148597132309306,0.355708143944502,0.691264926398526,0.0798113910130788,0.380952380952381,0.0348049163934974,0.8567894322322902,0.0011178035731003,0.646500999220628,0.149431148906182,0.522312118277376,0.0,0.6554158860560467,0.275715200890038,0.3190954570525186,0.513426081165414,0.0
0.0441767712017809,0.0158384849031411,0.7343750000000007,0.862353855834515,0.142270733294987,0.328318733675423,0.144335309663513,0.0557961366490348,0.108843537414966,0.1027918079674281,0.2173962434091825,0.0068130226301771,0.115562162831582,0.513176136772406,0.0545454157005089,0.0,0.2512697010210642,0.150051724009117,0.0684548769899448,0.285014920148893,1.0
0.115604960525257,0.0177876944579246,0.8411458333333337,0.845980396263679,0.126346566844765,0.16555279828887,0.288670619327027,0.0321207456127223,0.122448979591837,0.0,0.0,0.0016710096261249,0.148193388537079,0.196536062090909,0.264544730593666,0.0,0.0,0.0910131433013019,0.0027451873930545,0.197655347905213,1.0
0.400307149319592,0.0216729543351059,0.484374999999999,0.569553088100031,0.30088996172451,0.852191565566151,0.135943721892379,0.0060189926274676,0.122448979591837,0.0784488903058615,0.5888474238008096,0.001857943604653,0.0297365690148698,0.694937795102232,0.0628501894527069,0.0,0.9080793397684256,0.492492605365617,0.3810107334917093,0.106800939650508,1.0
0.557718443368575,0.0705389990176675,0.3216145833333337,0.576460696167509,0.15449998338084,0.210627610238058,0.659578798811171,0.16203558115706,0.54421768707483,0.0806684518215395,0.622850945291798,0.0041191589066258,0.988962134207799,0.332768972863453,0.478022859511928,0.0,0.3335663145795458,0.152322421558444,0.1283310418814261,0.680924637438176,0.0
0.16621422672762,0.0400277934592443,0.5286458333333324,0.527099487361804,0.4292321826284,0.720845977706929,0.169510072976917,0.0067604782477631,0.115646258503401,0.0690657964627567,0.6687807983177334,0.0012434177136397,0.0372540758463963,0.471789787473403,0.0701594824975111,0.0,0.7405262168485139,0.427889776414417,0.6307718029951488,0.159221128108752,1.0
0.50321261886495,0.0667310351512212,0.2135416666666663,0.514636835853984,0.0972787797210788,0.256566835300032,0.761956169619012,0.115274486681465,0.142857142857143,0.0575230903100199,0.5418035127686831,0.004529604806686,0.674411632825208,0.274921849408412,0.397105071005807,0.0,0.3007780812027468,0.163985965242576,0.111455172848028,0.384014860030692,0.0
0.356738237227349,0.0197761696461635,0.531249999999999,0.79609429479351,0.0572011481161163,0.547761541458545,0.201858911503961,0.0057654212094235,0.102040816326531,0.1229595371618338,0.5272651463185031,0.0040952169284116,0.0877638213045158,0.417121650262085,0.156309938105084,0.0,0.4959040067500673,0.224333030297289,0.2609994838949092,0.0920532964695201,0.0
0.062990082282843,0.0204720915171761,0.6119791666666675,0.830605300271864,0.223218867936131,0.407248691438283,0.26517417356785,0.0974828265340261,0.163265306122449,0.1001586718230758,0.2829951520678043,0.0274392598479353,0.107820848988192,0.390502745188356,0.164353360651858,0.0,0.318913969825549,0.278153744829198,0.1199256494124198,0.377567273032107,1.0
0.132904265390862,0.0324811746347845,0.5546874999999989,0.704296705262952,0.34001628320838,0.431122072840301,0.128391292898358,0.0174536562218082,0.115646258503401,0.0882917217897955,0.4358952115633547,0.0079351384094283,0.0773571552404882,0.586744385530321,0.059209829204176,0.0,0.4471466247729232,0.245340601603251,0.1638901710088902,0.147361472042921,1.0
0.187897441493611,0.0029828911005294,0.4713541666666656,0.475790149320168,0.1041256195577,0.792224506693197,0.177901660748051,0.0046955832753807,0.122448979591837,0.1654619036404829,0.1773163622971966,0.0024431668902543,0.132403254116728,0.416496790594544,0.111379708236957,0.0,0.7612841841796253,0.38136841521676,0.6770694457304006,0.0324301993867758,1.0
0.0821324134652225,0.0082985970875373,0.5546874999999989,0.965195007209045,0.172367964433042,0.281194145431575,0.323803072492424,0.195556818447469,0.102040816326531,0.1159440765995624,0.1069724552117509,0.0428684286194881,0.103284617346545,0.126086660155923,0.145766459112581,0.0,0.2170190714655173,0.235992132084785,0.0621804999286255,0.400855203632989,1.0
0.0202481151059763,0.0101859227259261,0.5494791666666656,0.96561935826522,0.0499221814501741,0.205472630080784,0.439719199207447,0.154839442240968,0.122448979591837,0.1325577174743886,0.1286280682857078,0.0267679925889228,0.198731148754622,0.147892252031135,0.138222568113687,0.0,0.1404858105457855,0.0943926865121687,0.0245321445102864,0.403447769995462,1.0
0.245469867106944,0.0125993778059354,0.4335937500000001,0.926626859574358,0.0513935213037609,0.279020365043685,0.424614341219405,0.0809899851243442,0.102040816326531,0.0919276747831133,0.1755695449965924,0.0069235439613779,0.262084027458758,0.187981004097478,0.299908867347458,0.0,0.2112165033600081,0.16217473902401,0.0671471122172135,0.257823806578862,1.0
0.0367096785037694,0.0112498362142318,0.4401041666666657,0.935772551325621,0.272346546854412,0.439752782342474,0.161045995648169,0.0667751628184537,0.136054421768707,0.3816300515701966,0.2137432323402523,0.244710247067406,0.118345150934395,0.457474360963857,0.0654047975343789,0.0,0.3177439104693982,0.375621772036525,0.1251928846471399,0.263749007021704,1.0
0.587503224334639,0.0632633383122348,0.5598958333333323,0.853450262504152,0.0980830548111908,0.206780170104104,0.586571985202301,0.31034036836495,0.108843537414966,0.1655591766359267,0.4916019477768873,0.0179802537971811,0.441847327261742,0.161867661007752,0.0811546788458024,0.0,0.1969686235724431,0.117826003716231,0.0661055535896458,0.384836847179143,1.0
0.136687335636785,0.0327816572308066,0.5273437499999999,0.595673529949943,0.34930905857096,0.718087352330421,0.0948249418138198,0.0067180993857303,0.115646258503401,0.1241321714765142,0.5940729000963363,0.0051984177266834,0.062554124398791,0.465590386883736,0.0498263715749556,0.0,0.6854822882494954,0.366781021334335,0.613263240709509,0.133692373755605,1.0
0.226289464432768,0.0277532425243118,0.6223958333333321,0.799615145303788,0.240828995955931,0.303601397716071,0.166153437868463,0.0485890478752762,0.115646258503401,0.0801703387607291,0.2741397484929079,0.0033046788660714,0.128700313542665,0.318123176586902,0.0747847023730899,0.0,0.2624468162219536,0.160986931643201,0.1206507434577534,0.286130438427362,1.0
0.267318674262395,0.0274593797053132,0.2851562500000005,0.813522563308064,0.114675956918973,0.33915984082245,0.617436974015565,0.0624433048080384,0.129251700680272,0.0869342375362339,0.3915696930265422,0.0099079962372574,0.410813899336789,0.288537849609299,0.381580644322707,0.0,0.3479218186159923,0.274659725483699,0.1282122329335759,0.31129816467865,0.0
0.130404346562007,0.0184908949215986,0.5026041666666656,0.797124194441436,0.346626062914242,0.436579119888778,0.154334363613355,0.0367086615504445,0.122448979591837,0.0516557154818736,0.2426395915383699,0.0047586415704726,0.0853638049583787,0.1921666700772,0.0818112298142603,0.0,0.3552677679565637,0.285792484121333,0.1139067273075589,0.21812689364454,1.0
0.380922000932424,0.0194761941838128,0.5950520833333333,0.888527751569727,0.0956499859569823,0.187122186796701,0.370069020707031,0.174476803785525,0.102040816326531,0.1179392928647224,0.1688462832200529,0.0213462193294121,0.179633051289067,0.208235479579501,0.0542291227601828,0.0,0.12849840246518,0.0946589440721395,0.0445038717754217,0.449181189320765,1.0
0.439985564922164,0.055665833121728,0.2799479166666672,0.374374775964653,0.178936586851482,0.48081574123804,0.691264926398526,0.0823797669146063,0.142857142857143,0.0318535604546717,0.915730285362748,0.0011839024442734,0.981787423256552,0.278891814627707,0.435635064961895,0.0,0.7687638254817738,0.378776832130791,0.4390829406745192,0.435692112676772,0.0
0.223608455507372,0.0222488800658633,0.1692708333333329,0.812007747740016,0.153410249985306,0.379294083030805,0.562066009728344,0.146044444174175,0.183673469387755,0.0344256072103036,0.3998505950559858,0.0061342699605706,0.39873417210306,0.147877478553979,0.410441301008626,0.0,0.416288718285045,0.331379006442816,0.177504950097796,0.506957833850281,0.0
0.0716107819429579,0.01794257294354,0.4192708333333325,0.899335827554151,0.612391568386361,0.585645574014555,0.18270328633612,0.0291025193194649,0.122448979591837,0.1393670426937103,0.3807001435245493,0.0106899953877413,0.105877343909937,0.040850184679144,0.123787208242506,0.0,0.4840711945686584,0.580553189611104,0.2595185244303977,0.163664620937035,1.0
0.507701399650861,0.0509964218113142,0.4674479166666667,0.379337355205826,0.2181395667554,0.561967643668265,0.598979985919825,0.0424612959398628,0.285714285714286,0.1250383060252662,0.8434565938776553,0.0031683402124254,0.539417970132676,0.333769659553012,0.595104843809173,0.0,0.7363593872066092,0.427846510175715,0.422165973912531,0.485381097418988,0.0
0.294696867358709,0.0288299420548514,0.3828124999999992,0.494388760264397,0.215131247189703,0.780172303378549,0.349090051279195,0.0071628103753645,0.197278911564626,0.1532286467549204,0.5293295834428953,0.0004884640900966,0.189905491452389,0.549249308514199,0.516020475975737,0.0,0.84998916008927,0.511477226354892,0.5093083178549206,0.184850947818069,0.0
0.148019821339074,0.0094860016947945,0.55078125,0.949281347016013,0.128630148658518,0.355240218689672,0.221450683961501,0.140771728505851,0.136054421768707,0.0127534506917021,0.1535783554666687,0.0038585746168424,0.148860175901349,0.378876804856827,0.10104808244115,0.0,0.2661499797250026,0.226749899355206,0.1074853204945082,0.330789435785663,1.0
